name,year_published,min_players,max_players,play_time,min_age,users_rated,rating_average,bgg_rank,complexity_average,owned_users,mechanics
That's Pretty Clever!,2018.0,1,4,30,8,14352,7.64,127,1.89,21684.0,"Dice Rolling, Drafting, Highest-Lowest Scoring, Paper-and-Pencil, Re-rolling and Locking, Solo / Solitaire Game"
Trickerion: Legends of Illusion,2015.0,2,4,180,14,6665,7.89,128,4.2,9928.0,"Action Points, Action Queue, Catch the Leader, Dice Rolling, Simultaneous Action Selection, Tile Placement, Turn Order: Stat-Based, Worker Placement"
The Lord of the Rings: The Card Game,2011.0,1,2,60,13,20805,7.65,129,3.17,32244.0,"Cooperative Game, Deck Construction, Events, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Set-up"
Railways of the World,2005.0,2,6,120,10,11039,7.69,130,3.02,11902.0,"Action Points, Auction/Bidding, Card Drafting, Connections, End Game Bonuses, Hexagon Grid, Income, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement, Turn Order: Auction"
The Resistance: Avalon,2012.0,5,10,30,13,27134,7.58,131,1.77,38202.0,"Hidden Roles, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game, Variable Player Powers, Voting"
Aeon's End: War Eternal,2017.0,1,4,60,14,3191,8.41,132,2.91,7541.0,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Hand Management, Variable Phase Order, Variable Player Powers"
Dinosaur Island,2017.0,1,4,120,8,11559,7.72,133,3.04,19263.0,"Action Points, Dice Rolling, Income, Set Collection, Tile Placement, Worker Placement"
PARKS,2019.0,1,5,60,10,7275,7.89,134,2.17,14285.0,"Card Drafting, Contracts, Modular Board, Set Collection, Solo / Solitaire Game, Track Movement, Turn Order: Claim Action, Worker Placement"
A Game of Thrones: The Board Game (Second Edition),2011.0,3,6,240,14,28650,7.6,135,3.72,38623.0,"Area Majority / Influence, Area Movement, Auction/Bidding, Auction: Sealed Bid, Card Play Conflict Resolution, Hand Management, Order Counters, Player Elimination, Prisoner's Dilemma, Simultaneous Action Selection, Variable Player Powers"
Castles of Mad King Ludwig,2014.0,1,4,90,13,22125,7.56,136,2.66,28039.0,"Card Drafting, End Game Bonuses, I Cut You Choose, Increase Value of Unchosen Resources, Pattern Building, Set Collection, Tile Placement, Turn Order: Progressive"
Eclipse: Second Dawn for the Galaxy,2020.0,2,6,200,14,2556,8.8,137,3.48,5256.0,"Alliances, Area Majority / Influence, Area Movement, Area-Impulse, Critical Hits and Failures, Dice Rolling, Grid Movement, Income, Kill Steal, Modular Board, Passed Action Token, Player Elimination, Tile Placement, Variable Player Powers"
Jaipur,2009.0,2,2,30,12,37225,7.51,138,1.49,54358.0,"Card Drafting, Hand Management, Market, Score-and-Reset Game, Set Collection"
Hansa Teutonica,2009.0,2,5,90,12,11496,7.65,139,3.12,10985.0,"Action Points, Area Majority / Influence, End Game Bonuses, Network and Route Building, Ownership, Tech Trees / Tech Tracks"
Memoir '44,2004.0,2,8,60,8,25720,7.56,140,2.27,33786.0,"Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Scenario / Mission / Campaign Game, Simulation"
Ora et Labora,2011.0,1,4,180,13,9770,7.71,141,3.9,12289.0,"Increase Value of Unchosen Resources, Modular Board, Network and Route Building, Worker Placement, Worker Placement, Different Worker Types"
Chronicles of Crime,2018.0,1,4,90,14,14251,7.8,142,2.11,23966.0,"Cooperative Game, Scenario / Mission / Campaign Game, Storytelling"
Commands & Colors: Ancients,2006.0,2,2,60,12,7987,7.78,143,2.69,10486.0,"Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Scenario / Mission / Campaign Game, Simulation"
Cosmic Encounter,2008.0,3,5,120,12,27396,7.54,144,2.57,33832.0,"Alliances, Card Play Conflict Resolution, Hand Management, Interrupts, Negotiation, Prisoner's Dilemma, Race, Simultaneous Action Selection, Take That, Trading, Variable Player Powers"
T.I.M.E Stories,2015.0,2,4,90,12,23729,7.55,145,2.61,35093.0,"Cooperative Game, Dice Rolling, Move Through Deck, Narrative Choice / Paragraph, Storytelling, Variable Player Powers"
Sagrada,2017.0,1,4,45,14,26063,7.53,146,1.93,40258.0,"Contracts, Dice Rolling, Drafting, Pattern Building, Set Collection, Solo / Solitaire Game"
Xia: Legends of a Drift System,2014.0,3,5,180,12,7357,7.86,147,3.17,11630.0,"Action Points, Dice Rolling, Grid Movement, Map Addition, Modular Board, Pick-up and Deliver, Roll / Spin and Move, Tile Placement, Variable Player Powers"
Suburbia,2012.0,1,4,90,8,21584,7.52,148,2.78,24714.0,"Auction: Dutch, Card Drafting, Catch the Leader, Hexagon Grid, Set Collection, Tile Placement"
This War of Mine: The Board Game,2017.0,1,6,120,18,8550,7.83,149,3.25,16050.0,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Push Your Luck, Role Playing, Simulation, Solo / Solitaire Game, Storytelling, Variable Player Powers, Worker Placement"
Azul: Summer Pavilion,2019.0,2,4,45,8,7039,7.83,150,2.05,12321.0,"Drafting, Pattern Building, Set Collection"
Nations,2013.0,1,5,200,14,11146,7.64,151,3.54,12085.0,"Card Drafting, Events, Turn Order: Pass Order, Variable Player Powers, Worker Placement"
Detective: A Modern Crime Board Game,2018.0,1,5,180,16,7042,7.89,152,2.72,15633.0,"Cooperative Game, Solo / Solitaire Game, Storytelling"
Near and Far,2017.0,2,4,120,13,7245,7.81,153,2.82,15697.0,"Card Drafting, Dice Rolling, Narrative Choice / Paragraph, Network and Route Building, Scenario / Mission / Campaign Game, Set Collection, Storytelling, Variable Player Powers, Worker Placement"
Ticket to Ride: Nordic Countries,2007.0,2,3,60,8,11646,7.64,154,1.98,17300.0,"Card Drafting, Hand Management, Network and Route Building, Set Collection"
Village,2011.0,2,4,90,12,20255,7.53,155,3.07,26348.0,"Action Drafting, Area Majority / Influence, Contracts, Set Collection, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types"
Paths of Glory,1999.0,2,2,480,14,4539,8.06,156,3.84,8630.0,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement"
Combat Commander: Europe,2006.0,2,2,180,12,5391,7.94,157,3.25,8073.0,"Campaign / Battle Card Driven, Grid Movement, Hexagon Grid, Simulation, Variable Phase Order"
Magic: The Gathering,1993.0,2,2,20,13,32442,7.52,158,3.22,35625.0,"Deck Construction, Hand Management, Interrupts, Take That"
Captain Sonar,2016.0,2,8,60,14,16007,7.57,159,2.15,21870.0,"Grid Movement, Hidden Movement, Line Drawing, Real-Time, Role Playing, Secret Unit Deployment, Simulation, Team-Based Game"
Rajas of the Ganges,2017.0,2,4,75,12,8826,7.7,160,2.86,11403.0,"Connections, Dice Rolling, Network and Route Building, Race, Tile Placement, Worker Placement"
Codenames: Duet,2017.0,2,99,30,11,13985,7.57,161,1.34,27538.0,"Communication Limits, Cooperative Game, Push Your Luck, Team-Based Game"
Sekigahara: The Unification of Japan,2011.0,2,2,180,14,4380,8.04,162,2.77,7464.0,"Action Points, Card Play Conflict Resolution, Force Commitment, Hand Management, Point to Point Movement, Secret Unit Deployment, Turn Order: Auction"
Just One,2018.0,3,7,20,8,11775,7.6,163,1.05,19170.0,"Communication Limits, Cooperative Game"
The Quest for El Dorado,2017.0,2,4,60,10,12131,7.61,164,1.93,19173.0,"Card Drafting, Deck Bag and Pool Building, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Race"
Star Realms: Colony Wars,2015.0,2,2,20,12,6075,7.87,165,1.9,14005.0,"Card Drafting, Deck Bag and Pool Building, Hand Management, Take That"
Splendor,2014.0,2,4,30,10,58709,7.45,166,1.8,82849.0,"Card Drafting, Contracts, Drafting, Race, Set Collection"
Santorini,2016.0,2,4,20,8,27873,7.48,167,1.73,45672.0,"Race, Square Grid, Team-Based Game, Three Dimensional Movement, Variable Player Powers"
La Granja,2014.0,1,4,120,12,8756,7.67,168,3.58,11163.0,"Area Majority / Influence, Automatic Resource Growth, Dice Rolling, Drafting, Hand Management, Income, Simultaneous Action Selection, Variable Player Powers"
It's a Wonderful World,2019.0,1,5,60,14,6061,7.88,169,2.27,9371.0,"Card Drafting, Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers"
Coimbra,2018.0,2,4,90,14,8494,7.69,170,3.28,11634.0,"Card Drafting, Dice Rolling, End Game Bonuses, Set Collection, Variable Set-up, Worker Placement with Dice Workers"
Watergate,2019.0,2,2,60,12,4438,8.0,171,2.25,8892.0,"Action/Event, Connections, Hand Management, Tug of War"
Tichu,1991.0,4,4,60,10,13298,7.58,172,2.34,20236.0,"Hand Management, Ladder Climbing, Predictive Bid, Team-Based Game"
Go,-2200.0,2,2,180,8,14843,7.64,173,4.0,20398.0,"Enclosure, Square Grid"
Ticket to Ride,2004.0,2,5,60,8,71611,7.42,174,1.85,97463.0,"Card Drafting, End Game Bonuses, Hand Management, Network and Route Building, Push Your Luck, Set Collection"
Dune: Imperium,2020.0,1,4,120,14,2860,8.45,175,2.88,5682.0,"Card Play Conflict Resolution, Deck Bag and Pool Building, Variable Player Powers, Worker Placement"
Legendary: A Marvel Deck Building Game,2012.0,1,5,60,14,19785,7.57,176,2.44,30186.0,"Deck Bag and Pool Building, Events, Semi-Cooperative Game, Solo / Solitaire Game, Variable Set-up"
Ra,1999.0,2,5,60,12,19097,7.47,177,2.35,18460.0,"Auction/Bidding, Auction: Once Around, Closed Economy Auction, Constrained Bidding, Push Your Luck, Set Collection"
Carcassonne,2000.0,2,5,45,7,101853,7.42,178,1.91,149337.0,"Area Majority / Influence, Map Addition, Tile Placement"
Zombicide: Black Plague,2015.0,1,6,180,14,12651,7.68,179,2.51,21612.0,"Cooperative Game, Dice Rolling, Modular Board, Scenario / Mission / Campaign Game, Turn Order: Progressive, Variable Player Powers"
Kanban: Driver's Edition,2014.0,2,4,120,12,5727,7.84,180,4.35,7923.0,"Action Points, Commodity Speculation, Variable Phase Order, Worker Placement"
Arcadia Quest,2014.0,2,4,60,13,9152,7.71,181,2.53,14420.0,"Dice Rolling, Grid Movement, Modular Board, Scenario / Mission / Campaign Game, Take That, Variable Player Powers"
Goa,2004.0,2,4,90,12,10928,7.58,182,3.38,10852.0,"Auction/Bidding, Auction: Once Around, Hand Management, Push Your Luck, Tech Trees / Tech Tracks"
Horrified,2019.0,1,5,60,10,6442,7.84,183,2.05,13549.0,"Action Points, Cooperative Game, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Solo / Solitaire Game, Variable Player Powers, Variable Set-up"
The Princes of Florence,2000.0,2,5,100,12,14555,7.53,184,3.25,15720.0,"Auction/Bidding, Grid Coverage, Tile Placement"
Cyclades,2009.0,2,5,90,13,17873,7.52,185,2.83,19628.0,"Area Majority / Influence, Area Movement, Auction/Bidding, Auction: Fixed Placement, Card Drafting, Dice Rolling, Set Collection, Variable Phase Order"
Secret Hitler,2016.0,5,10,45,13,18198,7.57,186,1.69,24770.0,"Hidden Roles, Player Elimination, Team-Based Game, Traitor Game, Voting"
Cthulhu: Death May Die,2019.0,1,5,120,14,3990,8.16,187,2.42,7733.0,"Action Points, Cooperative Game, Dice Rolling, Variable Player Powers"
Sushi Go Party!,2016.0,2,8,20,8,22327,7.46,188,1.32,39966.0,"Card Drafting, Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection"
Steam,2009.0,3,5,90,10,9567,7.59,189,3.46,10386.0,"Auction/Bidding, Loans, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement"
YINSH,2003.0,2,2,60,9,7342,7.69,190,2.7,9380.0,"Catch the Leader, Grid Movement, Pattern Building"
Viticulture,2013.0,2,6,90,13,10189,7.59,191,2.93,8909.0,"Hand Management, Turn Order: Progressive, Worker Placement"
Galaxy Trucker,2007.0,2,4,60,10,29509,7.41,192,2.33,32651.0,"Dice Rolling, Events, Real-Time, Relative Movement, Team-Based Game, Tile Placement, Track Movement"
Deception: Murder in Hong Kong,2014.0,4,12,20,14,16001,7.5,193,1.6,23769.0,"Deduction, Events, Hidden Roles, Storytelling, Team-Based Game, Traitor Game"
Tyrants of the Underdark,2016.0,2,4,60,14,5083,7.89,194,2.57,6670.0,"Area Majority / Influence, Deck Bag and Pool Building"
Roll Player,2016.0,1,4,90,10,13286,7.53,195,2.38,20000.0,"Card Drafting, Dice Rolling, Drafting, Role Playing, Set Collection, Variable Player Powers"
Shogun,2006.0,3,5,120,12,12828,7.54,196,3.37,12921.0,"Action Queue, Area Majority / Influence, Area Movement, Auction/Bidding, Cube Tower, Simultaneous Action Selection, Variable Phase Order"
Isle of Skye: From Chieftain to King,2015.0,2,5,50,8,20425,7.44,197,2.25,26632.0,"Auction/Bidding, Catch the Leader, Set Collection, Tile Placement, Turn Order: Progressive"
1830: Railways & Robber Barons,1986.0,2,7,360,14,4694,7.88,198,4.16,7037.0,"Auction/Bidding, Investment, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource"
Flamme Rouge,2016.0,2,4,45,8,12139,7.56,199,1.67,15704.0,"Catch the Leader, Hand Management, Modular Board, Race, Simulation, Simultaneous Action Selection"
Century: Golem Edition,2017.0,2,5,45,8,6991,7.71,200,1.65,11050.0,"Action Retrieval, Card Drafting, Contracts, Deck Bag and Pool Building, Hand Management, Increase Value of Unchosen Resources, Set Collection"
Hero Realms,2016.0,2,4,30,12,12203,7.6,201,1.9,21315.0,"Card Drafting, Deck Bag and Pool Building, Hand Management, Take That"
Glory to Rome,2005.0,2,5,60,12,12968,7.49,202,2.93,14231.0,"End Game Bonuses, Follow, Hand Management, Set Collection, Sudden Death Ending, Variable Phase Order"
Lewis & Clark: The Expedition,2013.0,1,5,120,14,12926,7.49,203,3.34,15424.0,"Action Retrieval, Card Drafting, Hand Management, Race, Resource to Move, Solo / Solitaire Game, Track Movement, Worker Placement"
1960: The Making of the President,2007.0,2,2,120,12,8516,7.61,204,3.21,10199.0,"Action/Event, Area Majority / Influence, Campaign / Battle Card Driven, Hand Management"
Power Grid Deluxe: Europe/North America,2014.0,2,6,120,12,3768,8.01,205,3.19,6449.0,"Auction: Turn Order Until Pass, Income, Market, Network and Route Building"
Hanamikoji,2013.0,2,2,15,10,11047,7.54,206,1.71,18073.0,"Area Majority / Influence, Card Drafting, Force Commitment, Hand Management, I Cut You Choose"
Bora Bora,2013.0,2,4,120,12,9107,7.56,207,3.74,11914.0,"Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers"
Imperial,2006.0,2,6,180,13,8246,7.61,208,3.57,7124.0,"Advantage Token, Area Majority / Influence, Area Movement, Investment, Ownership, Rondel, Stock Holding"
Dungeon Petz,2011.0,2,4,90,13,12707,7.47,209,3.6,16675.0,"Auction/Bidding, Hand Management, Simultaneous Action Selection, Worker Placement"
Samurai,1998.0,2,4,60,10,14758,7.45,210,2.49,15197.0,"Area Majority / Influence, Hand Management, Hexagon Grid, Once-Per-Game Abilities, Set Collection, Tile Placement"
Space Base,2018.0,2,5,60,14,8388,7.59,211,2.13,13129.0,"Card Drafting, Dice Rolling, Random Production"
Seasons,2012.0,2,4,60,14,20812,7.41,212,2.77,24484.0,"Card Drafting, Dice Rolling, Drafting, Hand Management, Take That, Victory Points as a Resource"
Imperial Settlers,2014.0,1,4,90,10,21089,7.41,213,2.77,28363.0,"Card Drafting, Contracts, Drafting, Hand Management, Take That, Variable Player Powers"
Pulsar 2849,2017.0,2,4,90,14,6080,7.73,214,3.34,8295.0,"Dice Rolling, Drafting, Point to Point Movement, Variable Player Powers, Worker Placement with Dice Workers"
Dixit: Odyssey,2011.0,3,12,30,8,16717,7.45,215,1.19,23123.0,"Storytelling, Targeted Clues, Voting"
Marco Polo II: In the Service of the Khan,2019.0,2,4,120,12,3040,8.17,216,3.38,4475.0,"Contracts, Dice Rolling, Point to Point Movement, Resource to Move, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers"
Age of Empires III: The Age of Discovery,2007.0,2,5,120,10,9820,7.54,217,3.13,8235.0,"Area Majority / Influence, Set Collection, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types"
Kingdomino,2016.0,2,4,15,8,32277,7.35,218,1.21,53458.0,"Card Drafting, Tile Placement"
Lords of Hellas,2018.0,1,4,90,14,5507,7.85,219,3.32,9373.0,"Area Majority / Influence, Area Movement, Card Drafting, Card Play Conflict Resolution, Hand Management, Solo / Solitaire Game, Variable Player Powers, Worker Placement"
Space Alert,2008.0,1,5,30,12,14763,7.44,220,2.96,20742.0,"Action Queue, Area Movement, Cooperative Game, Elapsed Real Time Ending, Hand Management, Real-Time, Simultaneous Action Selection, Solo / Solitaire Game"
Modern Art,1992.0,3,5,45,10,16721,7.4,221,2.3,20163.0,"Auction/Bidding, Auction: English, Auction: Once Around, Auction: Sealed Bid, Auction: Turn Order Until Pass, Commodity Speculation, Hand Management, Victory Points as a Resource"
Fury of Dracula (Third/Fourth Edition),2015.0,2,5,180,14,11489,7.51,222,3.22,21229.0,"Hidden Movement, Point to Point Movement, Resource to Move, Secret Unit Deployment, Team-Based Game, Variable Player Powers"
Glen More II: Chronicles,2019.0,2,4,120,12,3491,8.02,223,3.05,6591.0,"Commodity Speculation, Dice Rolling, Grid Movement, Market, Rondel, Set Collection, Tile Placement, Time Track"
Dead of Winter: The Long Night,2016.0,2,5,120,14,7881,7.65,224,3.42,17767.0,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Push Your Luck, Storytelling, Traitor Game, Variable Player Powers, Voting"
Battle Line,2000.0,2,2,30,12,15652,7.42,225,1.9,19273.0,"Card Play Conflict Resolution, Hand Management, Melding and Splaying, Set Collection"
Summoner Wars: Master Set,2011.0,2,4,60,9,10358,7.52,226,2.51,12969.0,"Deck Construction, Dice Rolling, Grid Movement, Hand Management, Stat Check Resolution, Variable Player Powers"
